시군명,지식산업센터명칭,위도,경도,소재지지번주소,소재지도로명주소,용도지역,부지면적(㎡),건축면적(㎡),층수(지하/지상),공장시설면적(㎡),기타산업시설면적(㎡),지원시설면적(㎡),공동시설면적(㎡),유치가능업체수,입주업체수,입주율,공장동수,분양형태,공사진행상황,허가일자,착공일자,준공일자,사용승인일,사업자등록번호,데이터기준일자,전화번호,비고
시흥시,(주)비츠로지식산업센터,37.3622878,126.7861148,경기도 시흥시 군자동 505번지,경기도 시흥시 군자양지편길 26 (군자동),제1종일반주거지역,539,897.4,,617.2,,280.2,,6,,0,,,,,,,,,2022-10-05,,
시흥시,(주)서보스타 지식산업센터,37.3713164,126.8590788,경기도 시흥시 조남동 687-3,경기도 시흥시 목감둘레로 168-28(조남동),준주거지역,1809,5658.36,,3512.47,,2145.89,,8,7,0.88,,,착공전,,,,,,2022-10-05,,
시흥시,(주)에이탑 지식산업센터,37.3789626,126.7606095,경기도 시흥시 월곶동 452-8번지,경기도 시흥시 달월길 19-3,제1종일반주거지역,406,493.98,,391.98,,102,,6,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,(주)유넷트코리아,37.4248203,126.8379617,경기도 시흥시 무지내동 21-5번지 외 1필지,경기도 시흥시 금오로238번길 11 (무지내동) 외 1필지,제1종일반주거지역,1333,1659.24,,1659.24,,,,6,,0,,,착공전,,,,,,2022-10-05,,
시흥시,507-1지식산업센터,37.4149508,126.7674371,경기도 시흥시 방산동 507-1번지 외 1필지,경기도 시흥시 신현로 355-48 (방산동) 외 1필지,제1종일반주거지역,425,538.03,,484.09,,53.94,,6,,0,,,착공전,,,,,,2022-10-05,,
시흥시,507-2지식산업센터,37.4149835,126.7671736,경기도 시흥시 방산동 507-2번지,경기도 시흥시 신현로 355-50 (방산동),제1종일반주거지역,324,417.66,,372.75,,44.91,,6,,0,,,착공전,,,,,,2022-10-05,,
시흥시,672-5지식산업센터,37.4298588,126.7985138,경기도 시흥시 은행동 672-5,경기도 시흥시 은계로 55(은행동),준주거지역,2568.7,1960.26,,990.51,,969.75,,6,,0,,,,,,,,,2022-10-05,,
시흥시,A+에이플러스타워,37.416592,126.8407471,경기도 시흥시 무지내동 276-7번지,"경기도 시흥시 금오로152번길 16 (무지내동, 중동3길6)",제1종일반주거지역,724,850.85,,850.84,,0.01,,6,,0,,,,,,,,,2022-10-05,,
시흥시,EG지식산업센터,37.348206,126.7070835,경기도 시흥시 정왕동 1235-2 번지 (시화단지 1다101-2),"경기도 시흥시 공단1대로 10, (시화단지 1다101-2) (정왕동)",일반공업지역,8402.8,6873,,6717.3,,155.7,,20,25,0.80,,분양,사용승인,,,,,,2022-10-05,,
시흥시,M-플러스테크노,37.3601375,126.707851,경기도 시흥시 정왕동 2578-0,경기도 시흥시 서울대학로 59-47 (정왕동),준주거지역,6040,43330.07,,36500.45,,6829.62,,140,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,Y.H.테크노타운,37.4322485,126.8007502,경기도 시흥시 은행동 524-190번지 자족시설용지4-4,"경기도 시흥시 은계로 73, 자족시설용지4-4 (은행동)",준주거지역,1645,3551.12,,2816.42,,734.7,,12,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,美堂(미당),37.4306499,126.797726,경기도 시흥시 은행동 672-1번지 (은계자족3-9),"경기도 시흥시 은계남길 26, (은계자족3-9) (은행동)",준주거지역,840.6,2641.77,,1982.38,,659.39,,6,,0,,분양,,,,,,,2022-10-05,,
시흥시,건영테크노밸리,37.35943759,126.7083242,경기도 시흥시 서울대학로 59-49,"경기도 시흥시 서울대학로 59-49, 배곧신도시 도시지원시설용지 8-1 (정왕동)",준주거지역,6020,31913.63,,20461.59,,11452.04,,359,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,경기창호금속지식산업센터,37.3787754,126.7595145,"경기도 시흥시 월곶동 449-6번지 월곶동 449-6, -7","경기도 시흥시 달월길 30, 월곶동 449-6, -7 (월곶동)",제1종일반주거지역,1289,1545.13,,1232.83,,312.3,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,경성산업,37.4205858,126.7722568,경기도 시흥시 방산동 297번지,"경기도 시흥시 방골길 32-2 (방산동, 경성산업)",제1종일반주거지역,866,643.53,,643.52,,0.01,,6,,0,,,,,,,,,2022-10-05,,
시흥시,경일주방 지식산업센터,37.4029375,126.7737835,경기도 시흥시 포동 46 외 2필지,경기도 시흥시 새우개4길 4(포동) 외 2필지,제1종일반주거지역,783,1563.85,,1289.35,,274.5,,6,,0,,,,,,,,,2022-10-05,,
시흥시,고려정공 지식산업센터,37.4445007,126.8117572,경기도 시흥시 계수동 591-1번지 외 1필지,경기도 시흥시 계수로86번길 62 (계수동) (총 2 필지) 외 1필지,제1종일반주거지역,1918,1456.75,,1290.72,,166.03,,6,,0,,,,,,,,,2022-10-05,,
시흥시,골드테크노벨리,37.3580191,126.7093537,경기도 시흥시 정왕동 2587,경기도 시흥시 서울대학로 59-20 (정왕동),준주거지역,7291.5,49450.1,,35113.69,,14336.41,,402,,0,,,,,,,,,2022-10-05,,
시흥시,과림테크노,37.4509435,126.8341476,경기도 시흥시 과림동 102-5번지,"경기도 시흥시 금오로 557 (과림동, 과림로90)",제1종일반주거지역,1104,2013.2,,1527.03,,486.17,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,광성엔프라지식산업센터,37.4272251,126.8098378,경기도 시흥시 안현동 348-3번지,경기도 시흥시 수인로3087번길 57,제1종일반주거지역,1192,1324.75,,1219.94,,104.81,,6,,0,,임대,,,,,,,2022-10-05,,
시흥시,광양프런티어밸리8차,37.3777051,126.8129728,경기도 시흥시 광석동 249-2,,준주거지역,7284,60987.75,,26214.71,,34773.04,,6,,0,,,,,,,,,2022-10-05,,
시흥시,금이330-1,37.3984817,126.8357669,경기도 시흥시 금이동 330-1번지,경기도 시흥시 금화로 630-2,제1종일반주거지역,632,1170.79,,807.77,,363.02,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,길산에스에스티 지식산업센터,37.3344354,126.7326344,경기도 시흥시 정왕동 1277-14번지 3나 706-1호 3나 706-1호,경기도 시흥시 경기과기대로 219 (정왕동) 3나 706-1호,일반공업지역,11454.3,61157.68,,30543.81,,30613.87,,140,193,1.38,,분양+임대,사용승인,,,,,,2022-10-05,,
시흥시,김양규 지식산업센터,37.4514503,126.8001935,경기도 시흥시 대야동 667-1,경기도 시흥시 은계중앙로306번길 15(대야동),준주거지역,1689.2,2106.14,,1410.09,,696.05,,7,,0,,,,,,,,,2022-10-05,,
시흥시,남헌 테크노타운,37.363195,126.7865495,경기도 시흥시 군자동 497번지,경기도 시흥시 황고개로 351-8 (군자동),제1종일반주거지역,831,1077.3,,1077.2,,0.1,,6,,0,,,,,,,,,2022-10-05,,
시흥시,누리지식산업센터,37.4164555,126.7668188,경기도 시흥시 방산동 475-1번지 외 1필지,경기도 시흥시 다지골길 20-12 (방산동) 외 1필지,제1종일반주거지역,416,494.82,,419.25,,75.57,,6,,0,,,,,,,,,2022-10-05,,
시흥시,대성엘컴,37.4183466,126.7836553,경기도 시흥시 미산동 561-2번지 외 1필지,경기도 시흥시 구수미1길 60-13 (미산동) 외 1필지,제1종일반주거지역,,1382,,1381.98,,0.02,,6,,0,,,착공전,,,,,,2022-10-05,,
시흥시,대성특수고무지식산업센터,37.4432499,126.8287321,"경기도 시흥시 과림동 377-22번지 101, 102호","경기도 시흥시 금오로465번길 23, 101, 102호 (과림동)",제1종일반주거지역,551,684.35,,561.32,,123.03,,6,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,대야동664-12,37.4533832,126.797198,경기도 시흥시 대야동 664-12,,준주거지역,,,,,,,,6,,0,,,,,,,,,2022-10-05,,
시흥시,대야동667,37.4517602,126.7999893,경기도 시흥시 대야동 667,경기도 시흥시 은계중앙로306번길 19(대야동),준주거지역,1787.4,8437.22,,2699.56,,5737.66,,6,,0,,,,,,,,,2022-10-05,,
시흥시,대한스프레이시스템아파트형공장,37.4018279,126.8225445,경기도 시흥시 도창동 223번지 외 1필지,경기도 시흥시 도창동 223번지 외 1필지,제1종일반주거지역,989,498.86,,498.85,,0.01,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,대화기공,37.4309423,126.8006907,경기도 시흥시 은행동 671-3번지 은계자족 4-6,"경기도 시흥시 은계남길 50, 은계자족 4-6 (은행동)",준주거지역,1601,5579.08,,3905.65,,1673.43,,20,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,동신,37.4243922,126.8370932,경기도 시흥시 무지내동 17-15번지,"경기도 시흥시 금오로238번길 4 (무지내동, 능안말3길2)",제1종일반주거지역,554,707.69,,707.68,,0.01,,6,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,동양타워 지식산업센터,37.3338452,126.7409008,경기도 시흥시 정왕동 1290-14번지 3나 403,"경기도 시흥시 산기대학로 330, 3나 403 (정왕동)",일반공업지역,6278.1,35658.82,,17552.92,,18105.9,,138,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,동우디지털파크,37.3298126,126.7365981,경기도 시흥시 정왕동 1288-2번지,"경기도 시흥시 정왕천로 197, 3다 402 (정왕동)",일반공업지역,21416,61369.96,,57531.71,,3838.25,,342,356,1.04,,분양,사용승인,,,,,,2022-10-05,,
시흥시,동진벤처타운,37.4022232,126.8235836,경기도 시흥시 도창동 181-3번지,"경기도 시흥시 수인로2793번길 65-2 (도창동, 강챙이1길67)",제1종일반주거지역,848,808.18,,808.17,,0.01,,6,,0,,,,,,,,,2022-10-05,,
시흥시,디에이치엠 지식산업센터,37.4306837,126.7998876,경기도 시흥시 은행동 671-1번지 (은계자족 4-8),경기도 시흥시 은계남길 44,준주거지역,1680,6327.29,,2732.7,,3594.59,,24,,0,,,착공전,,,,,,2022-10-05,,
시흥시,라온지식산업센터,37.441767,126.7741996,경기도 시흥시 신천동 586-34번지,경기도 시흥시 수인로3465번길 16 (신천동),제1종일반주거지역,1853,3326.76,,2217.88,,1108.88,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,리더스스마트허브,37.452503,126.796832,경기도 시흥시 대야동 660 리더스스마트허브,"경기도 시흥시 은계중앙로306번길 55(대야동, 리더스스마트허브)",준주거지역,3690,17350.96,,6375.8,,10975.16,,119,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,리드스마트스퀘어,37.4139111,126.8203662,경기도 시흥시 매화동 846 리드건설(주) 리드스마트스퀘어,"경기도 시흥시 매화산단3길 1, 리드스마트스퀘어(매화동, 리드건설(주))",일반공업지역,9479.6,59401.79,,55027.51,,4374.28,,272,138,0.51,,분양,,,,,,,2022-10-05,,
시흥시,목감이스페이스,37.3713801,126.8579842,경기도 시흥시 조남동 684번지,경기도 시흥시 마산로 100,준주거지역,1405,9127.83,,7743.59,,1384.24,,6,,0,,,,,,,,,2022-10-05,,
시흥시,"방산동398,399",37.4183053,126.7710884,경기도 시흥시 방산동 398 외 1필지,경기도 시흥시 방산가마터길 24(방산동) 외 1필지,제1종일반주거지역,730,1407.86,,1245.69,,162.17,,6,,0,,,,,,,,,2022-10-05,,
시흥시,배곧 로얄팰리스 테크노1차 지식산업센터,37.3580748,126.7070792,경기도 시흥시 정왕동 1771-23번지,경기도 시흥시 서울대학로 59-21 (정왕동),준주거지역,12060,97825.33,,40673.8,,57151.53,,480,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,배곧 스위트 시그니처타워,37.3590524,126.7096662,경기도 시흥시 배곧동 292-2 (주)에이치케이엘아이앤디,"경기도 시흥시 서울대학로 59-59 (배곧동, (주)에이치케이엘아이앤디)",준주거지역,6055.8,41373.54,,16124.64,,25248.9,,548,,0,,,,,,,,,2022-10-05,,
시흥시,배곧빌텍까뮤,37.3573065,126.7085574,경기도 시흥시 정왕동 2587-2,경기도 시흥시 서울대학로 59-20 (정왕동),준주거지역,5599.6,41357.4,,16465.56,,24891.84,,233,,0,,분양,,,,,,,2022-10-05,,
시흥시,배곧테크노밸리,37.3586498,126.7103847,경기도 시흥시 정왕동 2579-2 배곧테크노밸리 2579-2,경기도 시흥시 서울대학로 59-69 (정왕동) 배곧테크노밸리,준주거지역,6319.2,42523.07,,16069.59,,26453.48,,305,,0,,,착공전,,,,,,2022-10-05,,
시흥시,배곧프라임센터K,37.3576973,126.7077368,경기도 시흥시 배곧동 295-3,경기도 시흥시 서울대학로 59-50(배곧동),준주거지역,4978.1,39145.96,,13473.02,,25672.94,,210,,0,,분양,,,,,,,2022-10-05,,
시흥시,배곧프라임센터S 지식산업센터,37.3580873,126.7070843,경기도 시흥시 배곧동 295-1,경기도 시흥시 서울대학로 59-72(배곧동),준주거지역,4971.4,36737.59,,14517.23,,22220.36,,284,,0,,,,,,,,,2022-10-05,,
시흥시,배곧프라임센터Y,37.3589508,126.7078932,경기도 시흥시 배곧동 297-1,경기도 시흥시 서울대학로 59-86(배곧동),준주거지역,4973.5,39145.96,,13473.02,,25672.94,,210,,0,,분양,착공전,,,,,,2022-10-05,,
시흥시,보성스퀘어원 지식산업센터,37.328285,126.7325637,경기도 시흥시 정왕동 1287-5번지 3다 506호,"경기도 시흥시 소망공원로 323, 3다 506호 (정왕동)",일반공업지역,8233.7,52268.84,,25163.74,,27105.1,,264,237,0.9,,분양+임대,사용승인,,,,,,2022-10-05,,
시흥시,부일정공,37.4540745,126.7982493,경기도 시흥시 대야동 263-17번지 은계지구자족시설용지1-11,"경기도 시흥시 은계중앙로306번길 44, 은계지구자족시설용지1-11 (대야동)",준주거지역,1504,2054.13,,1852.02,,202.11,,6,,0,,분양,,,,,,,2022-10-05,,
시흥시,비즈라이브센터,37.3585603,126.7085462,경기도 시흥시 배곧동 297-3,,준주거지역,4973.8,40997.35,,13743.72,,27253.63,,6,,0,,,,,,,,,2022-10-05,,
시흥시,산호테크노빌,37.4343863,126.7916603,경기도 시흥시 신천동 81-8번지 외 2필지,"경기도 시흥시 시흥대로 1115 (신천동, 산호테크노빌) 외 2필지",일반공업지역,1853,8481.83,,4682,,3799.83,,12,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,삼양스마트테크노파크 지식산업센터,37.349398,126.7077635,"경기도 시흥시 정왕동 1234-12번지 삼양스마트테크노파크 지식산업센터, 1나 207-1","경기도 시흥시 공단1대로 13, 삼양스마트테크노파크 지식산업센터, 1나 207-1 (정왕동)",일반공업지역,9410.1,56073.88,,25343.53,,30730.35,,217,217,1,,분양+임대,착공전,,,,,,2022-10-05,,
시흥시,상경타워,37.452207,126.7996018,경기도 시흥시 대야동 660-5번지 (은계자족 5-6),"경기도 시흥시 은계중앙로306번길 25, (은계자족 5-6) (대야동)",준주거지역,2066.6,5267.94,,3593.1,,1674.84,,11,,0,,,,,,,,,2022-10-05,,
시흥시,새미길3(조남동)지식산업센터,37.3743727,126.8595676,경기도 시흥시 조남동 281-3번지 외 1필지,경기도 시흥시 새미길 3 (조남동) 외 1필지,제1종일반주거지역,1849,2456.78,,1623.93,,832.85,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,서광테크노타운,37.4359953,126.7947716,경기도 시흥시 은행동 247-1번지,"경기도 시흥시 은행로 42 (은행동, 서광테크노타운)",일반공업지역,588,2427.62,,1388.14,,1039.48,,10,,0,,분양,건설중,,,,,,2022-10-05,,
시흥시,성강해오름,37.4304146,126.7984791,경기도 시흥시 대야동 은계지구자족시설용지3-7블럭,"경기도 시흥시 은계로338번길 62, 은계지구자족시설용지3-7블럭 (대야동)",준주거지역,7515,33913.64,,17441.38,,16472.26,,190,,0,,,,,,,,,2022-10-05,,
시흥시,성강해오름 파크타워,37.4304214,126.7981707,경기도 시흥시 은행동 672-2,경기도 시흥시 은계남길 32 (은행동),준주거지역,7514.2,41705.01,,17846.27,,23858.74,,190,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,세미정밀,37.4240452,126.8391794,경기도 시흥시 무지내동 68-4번지,경기도 시흥시 금오로230번길 24 (무지내동),제1종일반주거지역,573,518.4,,466.04,,52.36,,6,,0,,분양+임대,,,,,,,2022-10-05,,
시흥시,시화하이테크지식산업센터,37.3502865,126.7092049,경기도 시흥시 정왕동 1234-7 시화하이테크 아파트형공장,"경기도 시흥시 서해안로 242(정왕동, 시화하이테크 아파트형공장)",일반공업지역,9918.7,22085.67,,21338.1,,747.57,,68,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,시흥 DSP 테크 지식산업센터,37.4536123,126.7975575,경기도 시흥시 대야동 664-1,경기도 시흥시 은계중앙로306번길 48(대야동),준주거지역,1315.2,1999.08,,1484.7,,514.38,,6,,0,,,,,,,,,2022-10-05,,
시흥시,시흥목감케이엠,37.37902,126.866812,"경기도 시흥시 조남동 719-1번지 목감동 자족시설용지4-2,4-3","경기도 시흥시 수풀안길 9-36, 목감동 자족시설용지4-2,4-3 (조남동)",준주거지역,5742.1,43950,,40608.66,,3341.34,,6,,0,,,,,,,,,2022-10-05,,
시흥시,시흥은계자족1-4,37.4532784,126.7975963,경기도 시흥시 대야동 664-10,경기도 시흥시 은계중앙로306번길 50(대야동),준주거지역,1368.2,5098.68,,1844.81,,3253.87,,6,,0,,,,,,,,,2022-10-05,,
시흥시,신성,37.450091,126.7962355,경기도 시흥시 대야동 은계지구 자족시설용지3-3,"경기도 시흥시 은계로338번길 62, 은계지구 자족시설용지3-3 (대야동)",준주거지역,1855,3381.84,,2883.6,,498.24,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,신성테크노,37.4527325,126.8000386,경기도 시흥시 계수동 434-4번지 은계지구자족시설용지7-1,"경기도 시흥시 은계중앙로306번길 32, 은계지구자족시설용지7-1 (계수동)",준주거지역,1026,2115.48,,1133,,982.48,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,신진테크지식산업센터,37.4521718,126.7998771,경기도 시흥시 계수동 435-1번지,경기도 시흥시 은계중앙로306번길 22 (계수동),준주거지역,2190,4294.18,,3698.93,,595.25,,15,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,신창테크노타운,37.4344593,126.7937618,경기도 시흥시 은행동 249번지,"경기도 시흥시 은행로 22 (은행동, 신창테크노타운)",제3종일반주거지역,1978,6408.55,,4787.05,,1621.5,,12,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,신한이에프 지식산업센터,37.45246,126.8001493,경기도 시흥시 대야동 665-4번지 (은계자족7-4),경기도 시흥시 은계중앙로306번길 24,준주거지역,1070.1,4082.75,,2230.78,,1851.97,,11,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,신형강화도어 아파트형공장,37.445378,126.8318559,경기도 시흥시 과림동 310-1번지,"경기도 시흥시 금오로480번길 11-2 (과림동, 중림1길51)",제1종일반주거지역,518,469.63,,469.62,,0.01,,6,,0,,,,,,,,,2022-10-05,,
시흥시,신흥파크빌,37.4338815,126.8130899,경기도 시흥시 안현동 101-15번지,"경기도 시흥시 수인로3108번길 31 (안현동, 양지편1길59)",제1종일반주거지역,836,987,,822.1,,164.9,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,앙카코리아아파트형공장,37.4507973,126.8328289,경기도 시흥시 과림동 99-19번지,"경기도 시흥시 금오로565번길 22 (과림동, (주)앙카코리아)",제1종일반주거지역,1267,1555.98,,1382.33,,173.65,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,앱클론 은계지구 지식산업센터,37.4297731,126.7979474,경기도 시흥시 은행동 672-6번지 (은계자족 3-4),경기도 시흥시 은계로 51,준주거지역,4276,9943.21,,8753.38,,1189.83,,15,,0,,,,,,,,,2022-10-05,,
시흥시,영림 지식산업센터,37.3792225,126.8664705,경기도 시흥시 조남동 719번지,경기도 시흥시 수풀안길 9-32 (조남동),준주거지역,2665.1,4318.57,,4318.57,,,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,예성테크노밸리,37.4144319,126.842778,경기도 시흥시 무지내동 349-27번지,경기도 시흥시 금오로118번길 19-7 (무지내동),제1종일반주거지역,1460,1707.91,,1707.91,,,,6,,0,,분양,,,,,,,2022-10-05,,
시흥시,와이피워크 지식산업센터,37.4438819,126.8276515,경기도 시흥시 과림동 363번지 외 1필지,경기도 시흥시 금오로465번길 34 (과림동) 외 1필지,제1종일반주거지역,506,491.5,,449.33,,42.17,,6,,0,,,,,,,,,2022-10-05,,
시흥시,우림지식산업센터,37.4515391,126.8331528,경기도 시흥시 과림동 99-16번지 외 1필지,경기도 시흥시 금오로565번길 12-8 (과림동) 외 1필지,제1종일반주거지역,1115,1249.72,,1172.67,,77.05,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,우춘제지식산업센터,37.4517765,126.8317376,경기도 시흥시 과림동 191-3번지 외 1필지,경기도 시흥시 금오로575번길 22 (과림동) 외 1필지,제1종일반주거지역,796,954.38,,865.73,,88.65,,6,,0,,,,,,,,,2022-10-05,,
시흥시,원산업,37.4543496,126.7944343,경기도 시흥시 대야동 224번지,"경기도 시흥시 방아다리길 7-6, 원산업 (대야동)",제1종일반주거지역,395,760.36,,493.67,,266.69,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,은계대림 지식산업센터,37.453204,126.7987949,경기도 시흥시 대야동 664-7 은계자족 1-7,경기도 시흥시 은계중앙로306번길 40 (대야동) 은계자족 1-7,준주거지역,1544,5415.26,,3805.92,,1609.34,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,은계자족8-4,37.4507951,126.8006346,경기도 시흥시 대야동 667-3,,준주거지역,1684.4,6486.21,,2648.48,,3837.73,,6,,0,,,,,,,,,2022-10-05,,
시흥시,은행동 672-4,37.4299859,126.7990314,경기도 시흥시 은행동 672-4,,준주거지역,2704.8,8296.7,,5901.6,,2395.1,,10,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,이노텍지식산업센터,37.4226943,126.7886599,경기도 시흥시 미산동 237-5번지 외3필지,경기도 시흥시 시흥대로 965,제1종일반주거지역,1444,1874.33,,1348.08,,526.25,,6,,0,,분양,착공전,,,,,,2022-10-05,,
시흥시,익스콘테크노빌,37.4344821,126.7873212,경기도 시흥시 신천동 862-6번지 외 2필지,"경기도 시흥시 포도원로116번길 12 (신천동, 익스콘테크노빌) 외 2필지",일반공업지역,2602.1,13523.89,,7305.99,,6217.9,,26,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,장동하지식산업센터,37.4439001,126.8276175,경기도 시흥시 과림동 363-1번지 외 1필지,경기도 시흥시 금오로465번길 38 (과림동) 외 1필지,제1종일반주거지역,458,494.75,,423.62,,71.13,,6,,0,,,,,,,,,2022-10-05,,
시흥시,장현자족5,37.369445,126.8005442,경기도 시흥시 능곡동 182-3 장현자족5,,준주거지역,2062,16373.91,,6810.5,,9563.41,,158,,0,,,,,,,,,2022-10-05,,
시흥시,정왕대명벨리온 만성지식산업센터,37.3387809,126.7221546,"경기도 시흥시 정왕동 1263-1번지 정왕동 1263-1,2 외 1필지","경기도 시흥시 공단1대로 190, 정왕동 1263-1,2 (정왕동) 외 1필지",일반공업지역,16865.6,108923.16,,43053.16,,65870,,382,,0,,분양,,,,,,,2022-10-05,,
시흥시,제네스트,37.4303997,126.7995281,경기도 시흥시 은행동 439-4번지 자족시설용지4-1,"경기도 시흥시 은계남길 40, 자족시설용지4-1 (은행동)",준주거지역,1612,3377.28,,2796.32,,580.96,,7,,0,,분양,,,,,,,2022-10-05,,
시흥시,조남동719-3,37.3788109,126.8661747,경기도 시흥시 조남동 719-3,경기도 시흥시 수풀안길 19-40(조남동),준주거지역,2589.9,,,,,,,6,,0,,,,,,,,,2022-10-05,,
시흥시,중앙테크노타운,37.4344591,126.7933299,경기도 시흥시 신천동 86번지,"경기도 시흥시 은행로 21 (신천동, 중앙테크노타운)",일반공업지역,2113,9688.83,,5408.16,,4280.67,,35,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,창현테크노타워,37.3716494,126.8589106,경기도 시흥시 조남동 687-2번지,경기도 시흥시 목감둘레로 168-24 (조남동),준주거지역,1855,5953.28,,4895.18,,1058.1,,8,,0,,분양,사용승인,,,,,,2022-10-05,,
시흥시,케이엠텍 지식산업센터,37.37902,126.866812,경기도 시흥시 조남동 719-1,경기도 시흥시 수풀안길 9-36(조남동),준주거지역,5742.1,43950,,20971.04,,22978.96,,198,,0,,,,,,,,,2022-10-05,,
시흥시,코포모(주),37.3315745,126.7380144,경기도 시흥시 정왕동 1289-5번지,"경기도 시흥시 공단1대로 341, 3나 505-2,3 (정왕동)",일반공업지역,14812.6,59467.32,,47577.32,,11890,,197,71,0.36,,분양,사용승인,,,,,,2022-10-05,,
시흥시,코포모테크노센타Ⅱ,37.3308895,126.7378119,경기도 시흥시 정왕동 1289-6 외 1필지,경기도 시흥시 공단1대로 341 (정왕동) 외 1필지,일반공업지역,10959.4,58881.98,,53737.12,,5144.86,,197,161,0.82,,분양,사용승인,,,,,,2022-10-05,,
시흥시,타원타크라6차,37.3434063,126.7182197,경기도 시흥시 정왕동 1255-10 타원타크라 6차 지식산업센터,"경기도 시흥시 옥구천동로 218 (정왕동, 타원타크라 6차 지식산업센터)",일반공업지역,19887.5,115789.14,,58883.48,,56905.66,,363,184,0.51,,분양,사용승인,,,,,,2022-10-05,,
시흥시,태진 지식산업센터,37.4530726,126.7992144,경기도 시흥시 대야동 664-6,경기도 시흥시 은계중앙로306번길 34 (대야동),준주거지역,1604,6046.76,,4388.35,,1658.41,,21,,0,,임대,사용승인,,,,,,2022-10-05,,
시흥시,트윈지식산업센터,37.3264449,126.7333164,경기도 시흥시 정왕동 1286-1번지 1286-1,"경기도 시흥시 정왕천로 155, 1286-1 (정왕동)",일반공업지역,165344,37761.25,,33985.71,,3775.54,,16,20,1.25,,분양+임대,사용승인,,,,,,2022-10-05,,
시흥시,포동332지식산업센터,37.4047091,126.7673594,경기도 시흥시 포동 332번지,경기도 시흥시 신현로 230-4 (포동),제1종일반주거지역,484,431.06,,406.96,,24.1,,6,,0,,임대,착공전,,,,,,2022-10-05,,
시흥시,풍진화학 지식산업센터,37.3362204,126.7034069,경기도 시흥시 정왕동 1696-15번지,"경기도 시흥시 협력로 62, [정왕동 1696-15, 시화단지 1마605-9] (정왕동)",일반공업지역,4163.7,9448.39,,8565.8,,882.59,,23,,0,,분양,착공전,,,,,,2022-10-05,,
시흥시,프라임캐슬지식산업센터,37.4340123,126.7888272,경기도 시흥시 신천동 864-8번지 외 2필지,경기도 시흥시 포도원로116번길 23 (신천동) 외 2필지,일반공업지역,7011.7,43172.26,,30383.42,,12788.84,,330,,0,,분양+임대,사용승인,,,,,,2022-10-05,,
시흥시,프라임큐브 지식산업센터,37.415308,126.8198047,경기도 시흥시 매화동 845-2 (주)링크텍,"경기도 시흥시 매화산단로 105(매화동, (주)링크텍)",일반공업지역,8082.2,23034.75,,23034.75,,,,6,10,1.67,,분양,착공전,,,,,,2022-10-05,,
시흥시,한라벤처타운,37.4024465,126.8233553,경기도 시흥시 도창동 181-2번지,"경기도 시흥시 수인로2793번길 65 (도창동, 강챙이1길65)",제1종일반주거지역,542,670.21,,670.2,,0.01,,6,,0,,,,,,,,,2022-10-05,,
시흥시,한울정밀지식산업센터,37.4527325,126.8000386,경기도 시흥시 계수동 434-4번지 은계지구 자족시설용지7-2,"경기도 시흥시 은계중앙로306번길 32-1, 은계지구 자족시설용지7-2 (계수동)",준주거지역,1000,1998.82,,1410.86,,587.96,,6,,0,,,사용승인,,,,,,2022-10-05,,
시흥시,현대금형,37.441444,126.775097,경기도 시흥시 신천동 586-107번지,경기도 시흥시 수인로3465번길 19-1 (신천동),제1종일반주거지역,711,888.55,,888.55,,,,6,,0,,임대,사용승인,,,,,,2022-10-05,,
